MID Designated Area,LMI Status,Feasibility,Elevation Required,AMI Status,Has Childern under 18,Has Elderly over 65,Race,Ethnicity,Gender,Grant Expended Amount,Milestone
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,AF= Black/ African American,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Rehabilitation,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Rehabilitation,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Rehabilitation,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,NON-LMI,Rehabilitation,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Rehabilitation,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Rehabilitation,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Rehabilitation,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Reconstruction,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,NON-LMI,Replaced,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
MID Information Not Submitted,N/A, ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HUD MID,NON-LMI,Rehabilitation,No,Upper (>120%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Reconstruction,Yes,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Rehabilitation,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Reconstruction,Yes,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,"$32,267.81 ","6000 homes are repaired, reconstructed or replaced"
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
HUD MID,LMI,Replaced,No,Very Low (50%),yes,yes,BW= Black/ African American & White,Non-Hispanic,Female,N/A,N/A
